index,NOVELTY_SCORE
68927,0.874572291970253
78297,0.8159884214401245
112238,0.8344742655754089
61240,0.802945539355278
61079,0.8577287048101425
139177,0.8172003924846649
113549,0.872575655579567
114436,0.7840246558189392
77904,0.7876641303300858
62156,0.8469695299863815
113143,0.831798329949379
78109,0.7792299538850784
139073,0.8239122033119202
139200,0.821938619017601
60423,0.910754032433033
112213,0.8025909513235092
80827,0.8388413488864899
138936,0.8079291433095932
113119,0.8438673168420792
77662,0.7798739671707153
69110,0.8382416516542435
113242,0.8890961036086082
69201,0.7773544639348984
86209,0.8969986587762833
86412,0.8051217943429947
77152,0.8260509520769119
138724,0.8404503613710403
80797,0.7827229499816895
69273,0.8868091031908989
61537,0.8513317555189133
68857,0.8674807548522949
67876,0.8377111107110977
115995,0.8178079575300217
67674,0.9122980013489723
112511,0.8637827485799789
76417,0.8087485283613205
137941,0.8424476832151413
68056,0.8347219973802567
86076,0.8367167264223099
113505,0.8655239939689636
112289,0.7840382009744644
60479,0.891979455947876
78089,0.7979170233011246
69121,0.841249406337738
60515,0.8106150180101395
61876,0.7932769954204559
60565,0.8155257552862167
60526,0.8120565712451935
117838,0.8340921700000763
113465,0.7457314431667328
132644,0.764898344874382
112090,0.8283273726701736
77996,0.8011322319507599
113126,0.7685136646032333
111641,0.8087316602468491
60437,0.8161226809024811
77646,0.8100929409265518
86647,0.8167245090007782
114559,0.8861128389835358
116590,0.8741836994886398
68715,0.8213250190019608
77824,0.8446870893239975
113233,0.8232795298099518
68332,0.8697023689746857
138084,0.8035428076982498
61916,0.8313917964696884
77553,0.8490387499332428
61616,0.8592174649238586
112256,0.7855287343263626
115475,0.8045239597558975
67344,0.9054757058620453
86486,0.9369599744677544
114450,0.755059689283371
138912,0.832592710852623
117812,0.8330048322677612
61827,0.8141252249479294
117561,0.818955197930336
68023,0.8480457961559296
67640,0.8649549186229706
77813,0.7984182983636856
82884,0.7867884337902069
60424,0.8294858336448669
138762,0.8411539196968079
77981,0.7980865687131882
76508,0.8212175220251083
61663,0.8981761261820793
111829,0.8139636516571045
77671,0.8043497800827026
114549,0.8568785339593887
117742,0.8579005748033524
80685,0.8626168668270111
111783,0.8340024501085281
113438,0.8465758115053177
61889,0.8595750480890274
113768,0.8805286288261414
138900,0.8283246010541916
132600,0.7981595695018768
61596,0.8630113303661346
67657,0.8898042738437653
116466,0.8047633171081543
85962,0.7680893242359161
78272,0.814598023891449
114339,0.8720907717943192
60693,0.8955379128456116
139291,0.7905343770980835
77336,0.7632773965597153
68229,0.9226458445191383
116957,0.8243340104818344
67594,0.9238088876008987
68847,0.8168028742074966
137923,0.7837162613868713
67825,0.8293794393539429
62200,0.770836129784584
138874,0.7574682086706161
61814,0.8394682556390762
114321,0.801932692527771
112891,0.7722893506288528
111894,0.8556230515241623
113636,0.8223960995674133
116261,0.823958694934845
113628,0.8695640116930008
78254,0.8473027050495148
116529,0.8260467052459717
113156,0.803927019238472
60400,0.8332857340574265
138848,0.8634249716997147
77841,0.8172835409641266
68342,0.8796573132276535
76387,0.8170228153467178
112286,0.7797466516494751
116357,0.7667583972215652
68829,0.7810609191656113
138416,0.7859146744012833
86593,0.8498942852020264
139035,0.793257012963295
67841,0.8290556818246841
112709,0.7875464409589767
112833,0.8395373821258545
112273,0.916155256330967
132525,0.8112249970436096
80812,0.7885293513536453
77955,0.7873883545398712
69023,0.9261403605341911
77882,0.7892092764377594
60583,0.8241486996412277
114578,0.8100215941667557
114777,0.8650546371936798
86083,0.8634998649358749
86463,0.9078342691063881
113849,0.8964929655194283
112888,0.8088904768228531
68205,0.8611249774694443
113400,0.8328159600496292
138010,0.7792616635560989
80788,0.8188719302415848
67919,0.9291949719190598
112752,0.801465779542923
132425,0.7444936335086823
60687,0.8773478046059608
62047,0.8375424295663834
77618,0.8146257102489471
77315,0.810506135225296
61662,0.8587097376585007
68950,0.8144638389348984
80820,0.8942886218428612
112100,0.8120344877243042
60481,0.8574458956718445
67965,0.7654565125703812
139322,0.7485165596008301
68236,0.910980761051178
138566,0.8145042657852173
114094,0.7628435045480728
137988,0.8207377791404724
77521,0.803455263376236
115834,0.7332915663719177
139337,0.7780015170574188
112536,0.8586195856332779
67610,0.8785084709525108
113862,0.7874095141887665
77033,0.8048941045999527
80703,0.7882212400436401
113900,0.7806154787540436
76695,0.7920012027025223
112741,0.7947220951318741
67284,0.8354831486940384
86497,0.8963922634720802
115721,0.7703622281551361
60477,0.918716236948967
80983,0.870928093791008
114714,0.8096512407064438
115734,0.8189888596534729
114335,0.8245711177587509
112433,0.9020348414778709
61526,0.847337543964386
77454,0.7940628379583359
112022,0.8534703254699707
61405,0.8441163748502731
61193,0.8334309160709381
114439,0.8348637521266937
68061,0.7914875000715256
114603,0.7779787182807922
68549,0.7533338367938995
62170,0.8045088946819305
138741,0.7533019036054611
77893,0.8057189881801605
61790,0.7559555172920227
61070,0.8829837888479233
78322,0.8438186794519424
114721,0.8693204820156097
78088,0.8073328733444214
68155,0.8098666071891785
76726,0.8033360093832016
113152,0.79119773209095
60842,0.822439044713974
77651,0.8077287375926971
67636,0.9074041843414307
114761,0.8382677882909775
78168,0.8131747543811798
77430,0.8198255300521851
68104,0.8477998226881027
113453,0.8007955998182297
114220,0.8510421365499496
111819,0.7972461134195328
111885,0.8981448039412498
61242,0.8637556582689285
68808,0.9217132106423378
60771,0.821310430765152
68923,0.8510862737894058
85887,0.82278773188591
61566,0.8582776784896851
61244,0.8652290403842926
111900,0.8003780096769333
61903,0.8582421988248825
76729,0.8177514225244522
69225,0.8421968519687653
114051,0.8500632047653198
115660,0.8364746272563934
67385,0.8035298585891724
60994,0.8402185589075089
116987,0.864537388086319
